title,heading,content,tokens
2022 FIFA World Cup qualification (inter-confederation play-offs),Matches,"For the first time, FIFA decided to hold single-game matches in the World Cup host country, Qatar. They were scheduled for 13–14 June 2022 at the Ahmad bin Ali Stadium in Al Rayyan. They were originally scheduled for March that year, but were moved due to the changes in the FIFA International Match Calendar caused by the COVID-19 pandemic.",68
2018 FIFA World Cup qualification – OFC First Round,Format,"In this round, four teams, as determined by the OFC in March 2014, played a single round-robin tournament held in a single country which was later decided to be in Tonga. All matches were held at the Loto-Tonga Soka Centre in Nuku'alofa.
Samoa, the winner, advanced to the 2016 OFC Nations Cup, held from 28 May – 12 June 2016, to join the other seven teams which received a bye into the group stage. The winner of the OFC Nations Cup, New Zealand, represented the OFC at the 2017 FIFA Confederations Cup. Moreover, the OFC Nations Cup served as the second round of qualifying for the 2018 FIFA World Cup in Russia, with the top six teams advancing to the third round of FIFA World Cup qualifying.",146
2018 FIFA World Cup qualification – OFC First Round,Participating teams,In April 2014 the OFC announced its executive's decision on the teams to compete in the tournament. The four lowest ranked teams (based on FIFA World Ranking and sporting reasons) among the 11 OFC entrants entered the first round:Note: Bolded team qualified for the 2016 OFC Nations Cup.,59
2018 FIFA World Cup qualification – CONCACAF Fourth Round,Format,"A total of 12 teams (teams ranked 1 to 6 in the CONCACAF entrant list and 6 third round winners) were divided into three groups of four teams each. In each group, teams played against each other home-and-away in a round-robin format for a total of six matches per team. The top two teams of each group (three group winners and three runners-up) advanced to the fifth round (also called the 'Hexagonal' or 'Hex').",89
2018 FIFA World Cup qualification – CONCACAF Fourth Round,Seeding,"The draw for the fourth round was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia.The seeding was based on the FIFA World Rankings of August 2014 (shown in parentheses). The six direct qualifiers are seeded into two pots:

Pot 1 contains the teams ranked 1–3.
Pot 2 contains the teams ranked 4–6.Each group contained a team from Pot 1, a team from Pot 2, and two third round winners which were automatically allocated into each group (series winners 1 and 2 into Group A, series winners 3 and 4 into Group B, series winners 5 and 6 into Group C). As the draw was held before the third round was played, the identities of the third round winners were not known at the time of the draw. The fixtures of each group were automatically decided based on the respective pot or series won of each team.
Note: Bolded teams qualified for the fifth round.",200
2018 FIFA World Cup qualification – UEFA Group I,Summary,"The 2018 FIFA World Cup qualification UEFA Group I was one of the nine UEFA groups for 2018 FIFA World Cup qualification. The group consisted of six teams: Croatia, Iceland, Ukraine, Turkey, Finland, and Kosovo.
The draw for the first round (group stage) was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia. Kosovo was added to the group after the draw, after becoming FIFA members together with Gibraltar in May 2016, and UEFA decided not to put Kosovo in group H together with Bosnia and Herzegovina for security reasons.The group winners, Iceland, qualified directly for the 2018 FIFA World Cup. The group runners-up, Croatia, advanced to the play-offs as one of the best 8 runners-up. This was the first time Ukraine was eliminated after the first round, as the team had been eliminated in 1998, 2002, 2010 and 2014 after the play-offs, and qualified in 2006.",200
2018 FIFA World Cup qualification – UEFA Group I,Matches,"The fixture list prior to the inclusion of Kosovo was confirmed by UEFA on 26 July 2015, the day following the draw. Times are CET/CEST, as listed by UEFA (local times are in parentheses).",43
2018 FIFA World Cup qualification – UEFA Group I,Discipline,"A player was automatically suspended for the next match for the following offences:
Receiving a red card (red card suspensions could be extended for serious offences)
Receiving two yellow cards in two different matches (yellow card suspensions were carried forward to the play-offs, but not the finals or any other future international matches)The following suspensions were served during the qualifying matches:",72
2018 FIFA World Cup qualification – UEFA Group H,Summary,"The 2018 FIFA World Cup qualification UEFA Group H was one of the nine UEFA groups for 2018 FIFA World Cup qualification. The group consisted of six teams: Belgium, Bosnia and Herzegovina, Greece, Estonia, Cyprus, and Gibraltar.
The draw for the first round (group stage) was held as part of the 2018 FIFA World Cup Preliminary Draw on 25 July 2015, starting 18:00 MSK (UTC+3), at the Konstantinovsky Palace in Strelna, Saint Petersburg, Russia. Gibraltar was added to the group after the draw, after becoming FIFA members together with Kosovo in May 2016, and UEFA decided not to put Kosovo in same group as Bosnia and Herzegovina for security reasons.The group winners, Belgium, qualified directly for the 2018 FIFA World Cup. The group runners-up, Greece, advanced to the play-offs as one of the best eight runners-up.
Russia was initially partnered with the five-team Group H, which enabled the 2018 World Cup hosts to play centralised friendlies against these countries on their ""spare"" match dates. These friendlies would not have counted in the qualifying group standings. However, after the group was later expanded to include Gibraltar, these friendly matches were cancelled.",227
2018 FIFA World Cup qualification – UEFA Group H,Matches,"The fixture list prior to the inclusion of Gibraltar was confirmed by UEFA on 26 July 2015, the day following the draw. Times are CET/CEST, as listed by UEFA (local times are in parentheses).",43
2018 FIFA World Cup qualification – UEFA Group H,Discipline,"A player was automatically suspended for the next match for the following offences:
Receiving a red card (red card suspensions could be extended for serious offences)
Receiving two yellow cards in two different matches (yellow card suspensions were carried forward to the play-offs, but not the finals or any other future international matches)The following suspensions were served during the qualifying matches:",72
2018 FIFA World Cup qualification – CONCACAF Fifth Round,Summary,"The fifth round (also known as the Hexagonal or Hex) of CONCACAF matches for 2018 FIFA World Cup qualification was played from 11 November 2016 to 10 October 2017. Mexico, Costa Rica, and Panama qualified for the 2018 FIFA World Cup, while Honduras advanced to the inter-confederation play-offs. The United States (who failed to qualify for the World Cup for the first time in 32 years) and Trinidad and Tobago were eliminated in this round.",89
2018 FIFA World Cup qualification – CONCACAF Fifth Round,Format,"A total of six teams which had advanced from the fourth round (the three group winners and the three group runners-up) played against each other home-and-away in a double round-robin format in a single group. The top three teams in the group qualified for the 2018 FIFA World Cup, and the fourth-placed team advanced to the inter-confederation play-offs to face the fifth-placed team from the AFC. This stage is referred to as the Hexagonal or Hex, and has been used by CONCACAF to determine its World Cup finals entrants since the qualification tournament for the 1998 FIFA World Cup. The United States, Mexico, and Costa Rica have qualified for every ""Hex"" since it first began in 1998.
The draw for the fifth round (to decide the fixtures) was held on 8 July 2016, 10:00 EDT (UTC−4), at the CONCACAF headquarters in Miami Beach, United States. As the draw was held before the fourth round was completed, only Mexico was assured a Hex spot as Group A winners of the fourth round qualifiers; the rest of the fourth round qualifiers were not known at the time of the draw.",214
